关卡排序,编号ID,序号,等级段,名称,大关类,类型,对话,描述,体力,城堡血量,过关奖励ID,未过关奖励ID,解锁兵种,背景,出兵序列,章节图,pvp,对白回合1,对白回合2,对白回合1ID,对白回合2ID
534,1534,4,100,乐浪-4,54,1,0,乐浪 踏平高句丽第4关,1,849749,52534,53134,0,8,"(10090,750,26)(10025,1050,53)(10100,900,26)(10090,600,26)(10140,450,12)(10090,750,9)(10025,1050,23)(10100,900,15)(10090,600,12)(10140,450,9)(10090,750,12)(10025,1050,29)(10100,900,12)(10090,600,9)(10140,450,12)(10090,750,15)(10025,1050,23)(10100,900,9)(10090,600,12)(10140,600,15)",0,0,0,0,0,0
535,1535,5,100,乐浪-5,54,1,0,乐浪 踏平高句丽第4关,1,1457499,52535,53135,0,8,"(10035,908,21)[(5717,1004,1),(10150,1271,21)][(5722,1004,1),(10080,1090,41)][(5719,463,3),(10140,726,21)](10080,545,18)(10035,908,7)(10150,1271,9)(10080,1090,23)(10140,726,9)(10080,545,14)(10035,908,9)(10150,1271,12)(10080,1090,18)(10140,726,7)(10080,545,18)(10035,908,12)(10150,1271,9)(10080,1090,14)(10140,726,9)(10080,726,23)",0,0,0,0,0,0
536,1536,6,100,乐浪-6,54,2,0,乐浪 踏平高句丽第4关,1,2405623,52536,53136,0,8,"(10140,850,9)(10045,1190,15)(10100,1020,6)(10015,680,23)(10035,510,12)(10035,850,9)(10045,1190,15)(10140,1020,26)(10045,680,26)(10100,510,26)(10015,850,53)(10035,1190,26)(10035,1020,6)(10045,680,12)(10140,510,15)(10045,850,9)(10100,1190,15)(10015,1020,12)(10035,680,12)(10035,680,12)",0,0,0,0,0,0
537,1537,7,100,乐浪-7,54,1,0,乐浪 踏平高句丽第4关,1,2039998,52537,53137,0,8,"(10140,720,10)(10130,1008,33)(10150,864,7)(10130,576,26)(10120,432,26)(10140,720,10)(10130,1008,33)(10150,864,30)(10130,576,60)(10120,432,60)(10140,720,30)(10130,1008,60)(10150,864,7)(10130,576,26)(10120,432,33)(10140,720,10)(10130,1008,33)(10150,864,7)(10130,576,26)(10120,576,26)",0,0,0,0,0,0
538,1538,8,100,乐浪-8,54,1,0,乐浪 踏平高句丽第4关,1,6579995,52538,53138,0,8,"(10100,1026,6)(10120,1436,22)(10035,1231,14)(10035,821,8)(10090,616,11)(10090,1026,6)(10015,1436,22)(10100,1231,14)(10120,821,16)(10035,616,11)(10035,1026,6)(10090,1436,11)(10090,1231,14)[(5737,828,3),(10015,821,16)][(5738,828,3),(10100,616,25)][(5727,959,2),(10120,1026,49)](10035,1436,25)(10035,1231,25)(10090,821,19)(10090,821,19)",0,0,0,0,0,0
539,1539,9,100,乐浪-9,54,2,0,乐浪 踏平高句丽第4关,1,7239995,52539,53139,0,8,"(10150,960,5)(10035,1344,10)(10015,1152,25)(10045,768,7)(10035,576,10)(10150,960,5)(10035,1344,10)(10015,1152,25)(10045,768,7)(10035,576,10)(10150,960,5)(10035,1344,10)(10015,1152,25)(10045,768,7)(10035,576,22)(10150,960,22)(10035,1344,22)(10015,1152,44)(10045,768,17)(10035,768,17)",0,0,0,0,0,0
540,1540,10,100,乐浪-10,54,3,0,乐浪 踏平高句丽第4关,1,0,52540,53140,0,8,,0,100,0,0,0,0
541,1541,1,100,带方-1,55,1,0,带方 踏平高句丽第5关,1,1603749,52541,53141,0,8,"(10090,850,10)(10090,1190,15)(10140,1020,12)(10035,680,10)(10100,510,15)(10090,850,10)(10090,1190,15)(10140,1020,12)(10035,680,10)(10100,510,15)(10090,850,10)(10090,1190,15)(10140,1020,12)(10035,680,10)(10100,510,15)(10090,850,10)(10090,1190,15)(10140,1020,12)(10035,680,10)(10100,680,15)",0,0,0,0,0,0
542,1542,2,100,带方-2,55,1,0,带方 踏平高句丽第5关,1,2180623,52542,53142,0,8,"(10100,770,9)(10100,1078,15)(10100,924,6)(10070,616,25)(10045,462,12)(10140,770,9)(10120,1078,31)(10120,924,55)(10070,616,55)(10100,462,28)(10100,770,28)(10100,1078,28)(10070,924,12)(10045,616,12)(10140,462,15)(10120,770,18)(10120,1078,31)(10070,924,12)(10045,616,12)(10120,616,25)",0,0,0,0,0,0
543,1543,3,100,带方-3,55,2,0,带方 踏平高句丽第5关,1,7194995,52543,53143,0,8,"(10025,954,10)(10080,1336,20)(10150,1145,13)(10150,763,8)(10130,572,20)(10130,954,10)(10090,1336,10)(10080,1145,25)(10025,763,15)(10080,572,20)(10150,954,5)(10150,1336,10)(10130,1145,25)(10130,763,15)(10090,572,23)(10080,954,45)(10150,1336,23)(10130,1145,45)(10130,763,35)(10090,763,18)",0,0,0,0,0,0
544,1544,4,100,带方-4,55,1,0,带方 踏平高句丽第5关,1,1472499,52544,53144,0,8,"(10025,780,23)(10025,1092,35)(10130,936,29)(10140,624,12)(10070,468,35)(10130,780,23)(10035,1092,18)(10025,936,29)(10025,624,23)(10130,468,35)(10140,780,12)(10070,1092,35)(10130,936,29)(10035,624,12)(10025,468,35)(10025,780,23)(10130,1092,35)(10140,936,15)(10070,624,23)(10130,624,35)",0,0,0,0,0,0
545,1545,5,100,带方-5,55,1,0,带方 踏平高句丽第5关,1,2669998,52545,53145,0,8,"(10015,944,14)(10015,1322,23)(10120,1133,9)(10120,755,18)(10090,566,9)(10090,944,7)(10150,1322,12)[(5717,1123,1),(10150,1133,21)][(5728,481,4),(10045,755,21)](10045,566,21)(10015,944,41)(10015,1322,41)(10120,1133,9)(10120,755,18)(10090,566,12)(10090,944,7)(10150,1322,12)(10150,1133,5)(10045,755,9)(10045,755,9)",0,0,0,0,0,0
546,1546,6,100,带方-6,55,2,0,带方 踏平高句丽第5关,1,6654995,52546,53146,0,8,"(10080,882,12)(10130,1235,23)(10080,1058,29)(10140,706,9)(10130,529,23)(10035,882,6)(10100,1235,12)(10035,1058,15)(10140,706,9)(10100,529,12)(10080,882,12)(10130,1235,23)(10080,1058,29)(10140,706,9)(10130,529,53)(10035,882,26)(10100,1235,26)(10035,1058,26)(10140,706,20)(10100,706,20)",0,0,0,0,0,0
547,1547,7,100,带方-7,55,1,0,带方 踏平高句丽第5关,1,2118748,52547,53147,0,8,"(10090,748,10)(10025,1047,33)(10025,898,13)(10150,598,13)(10120,449,26)(10090,748,10)(10025,1047,33)(10025,898,60)(10150,598,30)(10120,449,60)(10090,748,30)(10025,1047,60)(10025,898,13)(10150,598,13)(10120,449,33)(10090,748,10)(10025,1047,33)(10025,898,13)(10150,598,13)(10120,598,26)",0,0,0,0,0,0
548,1548,8,100,带方-8,55,1,0,带方 踏平高句丽第5关,1,1200749,52548,53148,0,8,"(10120,1062,49)(10090,1487,25)[(5742,903,3),(10120,1274,49)][(5723,1084,1),(10100,850,25)][(5745,722,4),(10045,637,11)](10035,1062,8)(10035,1487,11)(10090,1274,14)(10120,850,22)(10090,637,8)(10120,1062,22)(10100,1487,14)(10045,1274,11)(10035,850,8)(10035,637,11)(10090,1062,14)(10090,1487,11)(10120,1274,16)(10100,850,11)(10045,850,14)",0,0,0,0,0,0
549,1549,9,100,带方-9,55,2,0,带方 踏平高句丽第5关,1,1126499,52549,53149,0,8,"(10150,996,22)(10045,1394,22)(10090,1195,22)(10090,797,22)(10035,598,10)(10150,996,7)(10045,1394,10)(10090,1195,12)(10090,797,10)(10035,598,7)(10150,996,10)(10045,1394,12)(10090,1195,10)(10090,797,7)(10035,598,10)(10150,996,12)(10045,1394,10)(10090,1195,7)(10090,797,10)(10035,797,12)",0,0,0,0,0,0
550,1550,10,100,带方-10,55,3,0,带方 踏平高句丽第5关,1,0,52550,53150,0,8,,0,100,0,0,0,0
551,1551,1,100,下卞-1,56,1,0,下卞 横扫西凉第1关,1,998249,52551,53151,0,8,"(10035,882,22)(10140,1235,22)(10035,1058,22)(10100,706,22)(10090,529,10)(10070,882,15)(10140,1235,10)(10035,1058,12)(10140,706,10)(10035,529,7)(10100,882,10)(10090,1235,12)(10070,1058,20)(10140,706,7)(10035,529,10)(10140,882,12)(10035,1235,10)(10100,1058,7)(10090,706,10)(10070,706,25)",0,0,0,0,0,0
552,1552,2,100,下卞-2,56,1,0,下卞 横扫西凉第1关,1,1506249,52552,53152,0,8,"(10045,798,12)(10090,1117,19)(10015,958,31)(10150,638,12)(10150,479,19)(10045,798,12)(10090,1117,19)(10015,958,31)(10150,638,12)(10150,479,19)(10045,798,12)(10090,1117,19)(10015,958,31)(10150,638,12)(10150,479,19)(10045,798,12)(10090,1117,19)(10015,958,31)(10150,638,12)(10150,638,19)",0,0,0,0,0,0
553,1553,3,100,下卞-3,56,2,0,下卞 横扫西凉第1关,1,2799373,52553,53153,0,8,"(10070,990,15)(10120,1386,25)(10025,1188,10)(10025,792,20)(10035,594,10)(10045,990,8)(10045,1386,13)(10120,1188,45)(10070,792,45)(10120,594,45)(10025,990,45)(10025,1386,45)(10035,1188,5)(10045,792,10)(10045,594,13)(10120,990,15)(10025,1386,25)(10035,1188,5)(10045,792,10)(10045,792,10)",0,0,0,0,0,0
554,1554,4,100,下卞-4,56,1,0,下卞 横扫西凉第1关,1,6099995,52554,53154,0,8,"(10045,808,6)(10090,1131,12)(10130,970,29)(10130,646,18)(10070,485,23)(10045,808,6)(10090,1131,12)(10130,970,29)(10130,646,18)(10070,485,23)(10045,808,6)(10090,1131,12)(10130,970,29)(10130,646,18)(10070,485,53)(10045,808,26)(10090,1131,26)(10130,970,53)(10130,646,41)(10070,646,41)",0,0,0,0,0,0
555,1555,5,100,下卞-5,56,1,0,下卞 横扫西凉第1关,1,2352186,52555,53155,0,8,"(10150,978,7)(10080,1369,23)(10035,1174,5)(10100,782,9)(10080,587,18)(10080,978,14)[(5731,499,5),(10045,1369,12)][(5716,1080,1),(10100,1174,21)][(5732,914,2),(10150,782,21)](10150,587,21)(10080,978,41)(10035,1369,21)(10100,1174,5)(10080,782,18)(10080,587,23)(10045,978,7)(10100,1369,12)(10150,1174,5)(10080,782,18)(10150,782,9)",0,0,0,0,0,0
556,1556,6,100,下卞-6,56,2,0,下卞 横扫西凉第1关,1,1723749,52556,53156,0,8,"(10140,914,12)(10100,1280,18)(10045,1097,15)(10130,731,23)(10045,548,18)(10140,914,12)(10130,1280,35)(10140,1097,15)(10100,731,12)(10045,548,18)(10130,914,23)(10045,1280,18)(10140,1097,15)(10130,731,23)(10140,548,18)(10100,914,12)(10045,1280,18)(10130,1097,29)(10045,731,12)(10140,731,18)",0,0,0,0,0,0
557,1557,7,100,下卞-7,56,1,0,下卞 横扫西凉第1关,1,876749,52557,53157,0,8,"(10035,774,30)(10090,1084,30)(10150,929,30)(10025,619,60)(10140,464,13)(10035,774,10)(10025,1084,26)(10035,929,17)(10090,619,13)(10150,464,10)(10025,774,26)(10140,1084,17)(10035,929,13)(10025,619,20)(10035,464,13)(10090,774,17)(10150,1084,13)(10025,929,20)(10140,619,13)(10035,619,17)",0,0,0,0,0,0
558,1558,8,100,下卞-8,56,1,0,下卞 横扫西凉第1关,1,2644686,52558,53158,0,8,"(10080,1100,16)(10150,1540,14)(10080,1320,11)(10100,880,11)(10015,660,22)(10015,1100,16)(10090,1540,14)[(5718,935,3),(10080,1320,49)][(5742,935,3),(10150,880,25)][(5732,748,5),(10080,660,49)][(5722,1122,1),(10100,1100,25)](10015,1540,49)(10015,1320,11)(10090,880,11)(10080,660,27)(10150,1100,8)(10080,1540,27)(10100,1320,6)(10015,880,22)(10015,880,22)",0,0,0,0,0,0
559,1559,9,100,下卞-9,56,2,0,下卞 横扫西凉第1关,1,7779995,52559,53159,0,8,"(10035,1032,5)(10035,1445,10)(10140,1238,12)(10100,826,7)(10150,619,10)(10035,1032,5)(10035,1445,10)(10140,1238,12)(10100,826,7)(10150,619,10)(10035,1032,5)(10035,1445,10)(10140,1238,12)(10100,826,7)(10150,619,22)(10035,1032,22)(10035,1445,22)(10140,1238,22)(10100,826,17)(10150,826,17)",0,0,0,0,0,0
560,1560,10,100,下卞-10,56,3,0,下卞 横扫西凉第1关,1,0,52560,53160,0,8,,0,100,0,0,0,0
561,1561,1,100,天水-1,57,1,0,天水 横扫西凉第2关,1,2585623,52561,53161,0,8,"(10035,914,7)(10140,1280,12)(10150,1097,5)(10100,731,10)(10035,548,10)(10140,914,7)(10150,1280,12)(10100,1097,22)(10035,731,22)(10140,548,22)(10150,914,22)(10100,1280,22)(10035,1097,5)(10140,731,10)(10150,548,12)(10100,914,7)(10035,1280,12)(10140,1097,5)(10150,731,10)(10100,731,10)",0,0,0,0,0,0
562,1562,2,100,天水-2,57,1,0,天水 横扫西凉第2关,1,935249,52562,53162,0,8,"(10120,826,55)(10015,1156,55)(10090,991,28)(10090,661,28)(10035,496,12)(10045,826,9)(10015,1156,25)(10120,991,31)(10015,661,25)(10090,496,9)(10090,826,12)(10035,1156,15)(10045,991,12)(10015,661,18)(10120,496,25)(10015,826,31)(10090,1156,12)(10090,991,9)(10035,661,12)(10045,661,15)",0,0,0,0,0,0
563,1563,3,100,天水-3,57,2,0,天水 横扫西凉第2关,1,1929999,52563,53163,0,8,"(10070,1024,20)(10090,1434,15)(10045,1229,13)(10035,819,10)(10035,614,15)(10150,1024,10)(10090,1434,15)(10070,1229,25)(10070,819,20)(10090,614,15)(10045,1024,10)(10035,1434,15)(10035,1229,13)(10150,819,10)(10090,614,15)(10070,1024,20)(10045,1434,15)(10035,1229,13)(10035,819,10)(10150,819,15)",0,0,0,0,0,0
564,1564,4,100,天水-4,57,1,0,天水 横扫西凉第2关,1,6309995,52564,53164,0,8,"(10090,836,6)(10140,1170,12)(10100,1003,15)(10025,669,18)(10090,502,12)(10140,836,6)(10100,1170,12)(10025,1003,29)(10090,669,9)(10140,502,12)(10100,836,6)(10025,1170,23)(10090,1003,15)(10140,669,9)(10100,502,26)(10025,836,53)(10090,1170,26)(10140,1003,26)(10100,669,21)(10025,669,41)",0,0,0,0,0,0
565,1565,5,100,天水-5,57,1,0,天水 横扫西凉第2关,1,973499,52565,53165,0,8,"(10140,1012,21)[(5734,774,3),(10080,1417,41)][(5745,946,1),(10150,1214,21)][(5733,860,2),(10035,810,21)](10140,607,9)(10080,1012,14)(10150,1417,9)(10035,1214,12)(10140,810,9)(10080,607,14)(10150,1012,9)(10035,1417,12)(10140,1214,9)(10080,810,14)(10150,607,9)(10035,1012,12)(10140,1417,9)(10080,1214,14)(10150,810,9)(10035,810,12)",0,0,0,0,0,0
566,1566,6,100,天水-6,57,2,0,天水 横扫西凉第2关,1,1783749,52566,53166,0,8,"(10100,946,12)(10100,1324,18)(10015,1135,29)(10015,757,23)(10045,568,18)(10140,946,12)(10035,1324,18)(10100,1135,15)(10100,757,12)(10015,568,35)(10015,946,23)(10045,1324,18)(10140,1135,15)(10035,757,12)(10100,568,18)(10100,946,12)(10015,1324,35)(10015,1135,29)(10045,757,12)(10140,757,18)",0,0,0,0,0,0
567,1567,7,100,天水-7,57,1,0,天水 横扫西凉第2关,1,2270623,52567,53167,0,8,"(10130,802,20)(10140,1123,17)(10120,962,13)(10150,642,13)(10140,481,13)(10130,802,20)(10140,1123,17)(10120,962,60)(10150,642,30)(10140,481,30)(10130,802,60)(10140,1123,30)(10120,962,13)(10150,642,13)(10140,481,17)(10130,802,20)(10140,1123,17)(10120,962,13)(10150,642,13)(10140,642,13)",0,0,0,0,0,0
568,1568,8,100,天水-8,57,1,0,天水 横扫西凉第2关,1,2734686,52568,53168,0,8,"(10090,1138,8)(10100,1593,14)(10120,1366,11)(10015,910,22)(10035,683,11)(10015,1138,16)[(5720,774,4),(10035,1593,14)][(5723,774,4),(10090,1366,25)][(5715,1354,1),(10100,910,25)][(5718,967,3),(10120,683,49)](10015,1138,49)(10035,1593,25)(10015,1366,11)(10035,910,11)(10090,683,14)(10100,1138,8)(10120,1593,27)(10015,1366,11)(10035,910,11)(10015,910,22)",0,0,0,0,0,0
569,1569,9,100,天水-9,57,2,0,天水 横扫西凉第2关,1,8049995,52569,53169,0,8,"(10045,1068,5)(10015,1495,20)(10035,1282,12)(10150,854,7)(10045,641,10)(10015,1068,10)(10035,1495,10)(10150,1282,12)(10045,854,7)(10015,641,20)(10035,1068,5)(10150,1495,10)(10045,1282,12)(10015,854,15)(10035,641,22)(10150,1068,22)(10045,1495,22)(10015,1282,44)(10035,854,17)(10150,854,17)",0,0,0,0,0,0
570,1570,10,100,天水-10,57,3,0,天水 横扫西凉第2关,1,0,52570,53170,0,8,,0,100,0,0,0,0
571,1571,1,100,西平-1,58,1,0,西平 横扫西凉第3关,1,1783749,52571,53171,0,8,"(10100,946,10)(10140,1324,15)(10035,1135,12)(10090,757,10)(10100,568,15)(10140,946,10)(10035,1324,15)(10090,1135,12)(10100,757,10)(10140,568,15)(10035,946,10)(10090,1324,15)(10100,1135,12)(10140,757,10)(10035,568,15)(10090,946,10)(10100,1324,15)(10140,1135,12)(10035,757,10)(10090,757,15)",0,0,0,0,0,0
572,1572,2,100,西平-2,58,1,0,西平 横扫西凉第3关,1,1614999,52572,53172,0,8,"(10100,856,12)(10045,1198,19)(10070,1027,31)(10045,685,12)(10120,514,37)(10140,856,12)(10120,1198,37)(10100,1027,15)(10045,685,12)(10070,514,37)(10045,856,12)(10120,1198,37)(10140,1027,15)(10120,685,25)(10100,514,19)(10045,856,12)(10070,1198,37)(10045,1027,15)(10120,685,25)(10140,685,19)",0,0,0,0,0,0
573,1573,3,100,西平-3,58,2,0,西平 横扫西凉第3关,1,1993749,52573,53173,0,8,"(10150,1058,10)(10025,1481,30)(10025,1270,25)(10080,846,20)(10090,635,15)(10080,1058,20)(10150,1481,15)(10130,1270,25)(10150,846,10)(10025,635,30)(10025,1058,20)(10080,1481,30)(10090,1270,13)(10080,846,20)(10150,635,15)(10130,1058,20)(10025,1481,30)(10080,1270,25)(10090,846,10)(10080,846,30)",0,0,0,0,0,0
574,1574,4,100,西平-4,58,1,0,西平 横扫西凉第3关,1,977999,52574,53174,0,8,"(10140,864,26)(10130,1210,53)(10025,1037,53)(10025,691,53)(10070,518,23)(10035,864,9)(10140,1210,12)(10070,1037,29)(10140,691,12)(10130,518,18)(10025,864,23)(10025,1210,29)(10070,1037,23)(10035,691,9)(10140,518,12)(10070,864,29)(10070,1210,23)(10035,1037,9)(10140,691,12)(10070,691,29)",0,0,0,0,0,0
575,1575,5,100,西平-5,58,1,0,西平 横扫西凉第3关,1,1676874,52575,53175,0,8,"(10120,1046,41)(10120,1464,41)[(5722,889,5),(10120,1255,41)][(5717,889,5),(10150,837,21)](10090,628,9)(10015,1046,14)(10015,1464,18)(10045,1255,12)(10120,837,18)(10120,628,14)(10120,1046,18)(10150,1464,12)(10090,1255,9)(10015,837,14)(10015,628,18)(10045,1046,12)(10120,1464,18)(10120,1255,14)(10150,837,9)(10090,837,12)",0,0,0,0,0,0
576,1576,6,100,西平-6,58,2,0,西平 横扫西凉第3关,1,2759998,52576,53176,0,8,"(10035,976,9)(10035,1366,15)(10100,1171,6)(10130,781,23)(10080,586,23)(10100,976,9)(10140,1366,15)(10035,1171,26)(10035,781,26)(10100,586,26)(10130,976,53)(10080,1366,53)(10100,1171,6)(10140,781,12)(10035,586,15)(10035,976,9)(10100,1366,15)(10130,1171,12)(10080,781,23)(10100,781,12)",0,0,0,0,0,0
577,1577,7,100,西平-7,58,1,0,西平 横扫西凉第3关,1,2343748,52577,53177,0,8,"(10025,828,20)(10150,1159,17)(10025,994,13)(10090,662,13)(10120,497,26)(10025,828,20)(10150,1159,17)(10025,994,60)(10090,662,30)(10120,497,60)(10025,828,60)(10150,1159,30)(10025,994,13)(10090,662,13)(10120,497,33)(10025,828,20)(10150,1159,17)(10025,994,13)(10090,662,13)(10120,662,26)",0,0,0,0,0,0
578,1578,8,100,西平-8,58,1,0,西平 横扫西凉第3关,1,7539995,52578,53178,0,8,"(10100,1176,6)(10035,1646,11)(10120,1411,27)(10045,941,8)(10090,706,11)(10120,1176,11)(10100,1646,11)(10100,1411,14)(10035,941,8)(10120,706,22)(10045,1176,6)(10090,1646,11)(10120,1411,27)[(5716,1100,4),(10100,941,8)][(5739,900,6),(10100,706,25)][(5733,1000,5),(10035,1176,25)](10120,1646,49)(10045,1411,25)(10090,941,19)(10120,941,38)",0,0,0,0,0,0
579,1579,9,100,西平-9,58,2,0,西平 横扫西凉第3关,1,8319995,52579,53179,0,8,"(10090,1104,5)(10035,1546,10)(10045,1325,12)(10090,883,7)(10150,662,10)(10090,1104,5)(10035,1546,10)(10045,1325,12)(10090,883,7)(10150,662,10)(10090,1104,5)(10035,1546,10)(10045,1325,12)(10090,883,7)(10150,662,22)(10090,1104,22)(10035,1546,22)(10045,1325,22)(10090,883,17)(10150,883,17)",0,0,0,0,0,0
580,1580,10,100,西平-10,58,3,0,西平 横扫西凉第3关,1,0,52580,53180,0,8,,0,100,0,0,0,0
581,1581,1,100,武威-1,59,1,0,武威 横扫西凉第4关,1,1839999,52581,53181,0,8,"(10140,976,10)(10100,1366,15)(10100,1171,12)(10070,781,20)(10070,586,30)(10090,976,10)(10140,1366,15)(10035,1171,12)(10140,781,10)(10100,586,15)(10100,976,10)(10070,1366,30)(10070,1171,25)(10090,781,10)(10140,586,15)(10035,976,10)(10100,1366,15)(10070,1171,25)(10070,781,20)(10090,781,15)",0,0,0,0,0,0
582,1582,2,100,武威-2,59,1,0,武威 横扫西凉第4关,1,2501248,52582,53182,0,8,"(10090,884,9)(10045,1238,15)(10015,1061,12)(10150,707,12)(10015,530,25)(10090,884,9)(10045,1238,15)(10015,1061,55)(10150,707,28)(10015,530,55)(10090,884,28)(10045,1238,28)(10015,1061,12)(10150,707,12)(10015,530,31)(10090,884,9)(10045,1238,15)(10015,1061,12)(10150,707,12)(10015,707,25)",0,0,0,0,0,0
583,1583,3,100,武威-3,59,2,0,武威 横扫西凉第4关,1,8229995,52583,53183,0,8,"(10070,1092,10)(10025,1529,20)(10045,1310,13)(10070,874,15)(10070,655,20)(10035,1092,5)(10045,1529,10)(10120,1310,25)(10070,874,15)(10025,655,20)(10045,1092,5)(10070,1529,20)(10070,1310,25)(10035,874,8)(10045,655,23)(10120,1092,45)(10070,1529,45)(10070,1310,45)(10035,874,18)(10045,874,18)",0,0,0,0,0,0
584,1584,4,100,武威-4,59,1,0,武威 横扫西凉第4关,1,1686249,52584,53184,0,8,"(10090,894,12)(10130,1252,35)(10045,1073,15)(10130,715,23)(10070,536,35)(10090,894,12)(10130,1252,35)(10045,1073,15)(10130,715,23)(10070,536,35)(10090,894,12)(10130,1252,35)(10045,1073,15)(10130,715,23)(10070,536,35)(10090,894,12)(10130,1252,35)(10045,1073,15)(10130,715,23)(10070,715,35)",0,0,0,0,0,0
585,1585,5,100,武威-5,59,1,0,武威 横扫西凉第4关,1,3058123,52585,53185,0,8,"(10045,1082,7)(10080,1515,23)(10045,1298,5)(10100,866,9)(10080,649,18)(10150,1082,7)(10035,1515,12)[(5724,920,5),(10150,1298,21)][(5743,920,5),(10045,866,21)](10080,649,41)(10045,1082,21)(10100,1515,21)(10080,1298,9)(10150,866,9)(10035,649,12)(10150,1082,7)(10045,1515,12)(10100,1298,5)(10080,866,18)(10150,866,9)",0,0,0,0,0,0
586,1586,6,100,武威-6,59,2,0,武威 横扫西凉第4关,1,7599995,52586,53186,0,8,"(10100,1008,6)(10140,1411,12)(10130,1210,29)(10045,806,9)(10140,605,12)(10100,1008,6)(10140,1411,12)(10130,1210,29)(10045,806,9)(10140,605,12)(10100,1008,6)(10140,1411,12)(10130,1210,29)(10045,806,9)(10140,605,26)(10100,1008,26)(10140,1411,26)(10130,1210,53)(10045,806,20)(10140,806,20)",0,0,0,0,0,0
587,1587,7,100,武威-7,59,1,0,武威 横扫西凉第4关,1,2422498,52587,53187,0,8,"(10035,856,10)(10140,1198,17)(10035,1027,7)(10090,685,13)(10025,514,26)(10150,856,10)(10025,1198,33)(10140,1027,30)(10035,685,30)(10140,514,30)(10035,856,30)(10090,1198,30)(10025,1027,13)(10150,685,13)(10025,514,33)(10140,856,10)(10035,1198,17)(10090,1027,7)(10025,685,26)(10150,685,13)",0,0,0,0,0,0
588,1588,8,100,武威-8,59,1,0,武威 横扫西凉第4关,1,1369499,52588,53188,0,8,"(10090,1212,25)[(5714,1030,5),(10100,1697,25)][(5722,1030,5),(10150,1454,25)][(5720,1030,5),(10080,970,49)](10015,727,22)(10015,1212,16)(10100,1697,11)(10090,1454,14)(10100,970,11)(10150,727,8)(10080,1212,22)(10015,1697,27)(10015,1454,22)(10100,970,8)(10090,727,11)(10100,1212,14)(10150,1697,11)(10080,1454,16)(10015,970,22)(10015,970,27)",0,0,0,0,0,0
589,1589,9,100,武威-9,59,2,0,武威 横扫西凉第4关,1,1288499,52589,53189,0,8,"(10140,1140,22)(10140,1596,22)(10150,1368,22)(10035,912,22)(10100,684,10)(10140,1140,7)(10140,1596,10)(10150,1368,12)(10035,912,10)(10100,684,7)(10140,1140,10)(10140,1596,12)(10150,1368,10)(10035,912,7)(10100,684,10)(10140,1140,12)(10140,1596,10)(10150,1368,7)(10035,912,10)(10100,912,12)",0,0,0,0,0,0
590,1590,10,100,武威-10,59,3,0,武威 横扫西凉第4关,1,0,52590,53190,0,8,,0,100,0,0,0,0
591,1591,1,100,西凉-1,60,1,0,西凉 横扫西凉第5关,1,1139999,52591,53191,0,8,"(10150,1008,22)(10035,1411,22)(10035,1210,22)(10100,806,22)(10140,605,10)(10150,1008,7)(10035,1411,10)(10035,1210,12)(10100,806,10)(10140,605,7)(10150,1008,10)(10035,1411,12)(10035,1210,10)(10100,806,7)(10140,605,10)(10150,1008,12)(10035,1411,10)(10035,1210,7)(10100,806,10)(10140,806,12)",0,0,0,0,0,0
592,1592,2,100,西凉-2,60,1,0,西凉 横扫西凉第5关,1,1719999,52592,53192,0,8,"(10045,912,12)(10120,1277,37)(10035,1094,15)(10035,730,12)(10090,547,19)(10090,912,12)(10015,1277,37)(10045,1094,15)(10120,730,25)(10035,547,19)(10035,912,12)(10090,1277,19)(10090,1094,15)(10015,730,25)(10045,547,19)(10120,912,25)(10035,1277,19)(10035,1094,15)(10090,730,12)(10090,730,19)",0,0,0,0,0,0
593,1593,3,100,西凉-3,60,2,0,西凉 横扫西凉第5关,1,3187498,52593,53193,0,8,"(10150,1128,8)(10150,1579,13)(10150,1354,5)(10070,902,20)(10045,677,10)(10090,1128,8)(10035,1579,13)(10035,1354,23)(10070,902,45)(10150,677,23)(10150,1128,23)(10150,1579,23)(10070,1354,10)(10045,902,10)(10090,677,13)(10035,1128,8)(10035,1579,13)(10070,1354,10)(10045,902,10)(10035,902,10)",0,0,0,0,0,0
594,1594,4,100,西凉-4,60,1,0,西凉 横扫西凉第5关,1,6954995,52594,53194,0,8,"(10140,922,6)(10100,1291,12)(10090,1106,15)(10090,738,9)(10025,553,23)(10140,922,6)(10100,1291,12)(10090,1106,15)(10090,738,9)(10025,553,23)(10140,922,6)(10100,1291,12)(10090,1106,15)(10090,738,9)(10025,553,53)(10140,922,26)(10100,1291,26)(10090,1106,26)(10090,738,21)(10025,738,41)",0,0,0,0,0,0
